Comprobante;Origen - Nombre de base de datos;Fecha;Vendedor - Nombre;Lista de precios - Descripción;Proveedor - Nombre;Artículo - Descripción;Artículo - Código;Color - Código;Talle - Descripción;Item - Cantidad;Item - Monto Neto
FEN B 0028-00000322;CORDOBA;17/03/2026;Sofia Perazzo;PUBLICO;Zeaiter Juan Sarquis;SET YERBERO Y AZUCARERO CUERO;U45119001;V1;UNICO;1;14200
FEN A 0028-00000012;CORDOBA;06/02/2026;Julieta Fernandez;PUBLICO;Zeaiter Juan Sarquis;BOMBILLA CINCELADA PAMPERO;U45173132;H3;UNICO;1;8550,0003
FEN B 0028-00000029;CORDOBA;05/02/2026;Sofia Perazzo;PUBLICO;Pionera S.A.;RIÑONERA HUELLA;U82157000;G1;UNICO;1;15255,7313
FEN A 0028-00000009;CORDOBA;05/02/2026;Julieta Fernandez;PUBLICO;Pionera S.A.;TERMERA CUERO OLMOS;U325;H2;UNICO;1;132750
FEN B 0028-00000503;CORDOBA;10/04/2026;Julieta Fernandez;PUBLICO;Pionera S.A.;RIÑONERA HUELLA;U82157000;H2;UNICO;1;18000
CEN B 0028-00000006;CORDOBA;06/02/2026;Julieta Fernandez;PUBLICO;Pionera S.A.;RIÑONERA HUELLA;U82157000;G1;UNICO;1;18000
FEN B 0028-00000035;CORDOBA;06/02/2026;Julieta Fernandez;PUBLICO;Pionera S.A.;RIÑONERA HUELLA;U82157000;G1;UNICO;-1;-18000
FEN A 0028-00000011;CORDOBA;06/02/2026;Julieta Fernandez;PUBLICO;Pionera S.A.;RIÑONERA HUELLA;U82157000;G1;UNICO;-1;-18000
FEN B 0028-00000296;CORDOBA;13/03/2026;Julieta Fernandez;PUBLICO;GUFFANTI SILVIA HELENA;BOMBILLA ALPACA PAMPERO;U533;V1;UNICO;1;29300
FEN B 0028-00000577;CORDOBA;16/04/2026;Julieta Fernandez;PUBLICO;GUFFANTI SILVIA HELENA;PASAPAÑUELO LISO PAMPERO;U525;V1;UNICO;1;33800
FEN B 0028-00000259;CORDOBA;10/03/2026;Julieta Fernandez;PUBLICO;GUFFANTI SILVIA HELENA;PULSERA DECENARIO;U550;V1;UNICO;1;16300
FEN B 0028-00000129;CORDOBA;24/02/2026;Julieta Fernandez;PUBLICO;GUFFANTI SILVIA HELENA;COLLAR VIDRIO FACETADO;U597;V1;UNICO;1;32500
FEN B 0028-00000187;CORDOBA;03/03/2026;Julieta Fernandez;PUBLICO;GUFFANTI SILVIA HELENA;PULSERA CUERO DIJE CUADRADO;U557;V1;UNICO;1;20000
FEN B 0028-00000296;CORDOBA;13/03/2026;Julieta Fernandez;PUBLICO;GUFFANTI SILVIA HELENA;PULSERA TRENZADA GAMUZA PAMPERO;843173010;V1;UNICO;1;16800
FEN B 0028-00000689;CORDOBA;29/04/2026;Julieta Fernandez;PUBLICO;GUFFANTI SILVIA HELENA;PULSERA TIRAS GAMUZA COMBINADAS;843154000;V1;UNICO;1;18400
FEN B 0028-00000632;CORDOBA;23/04/2026;Sofia Perazzo;PUBLICO;GUFFANTI SILVIA HELENA;PULSERA TRENZADA GAMUZA PAMPERO;843173010;V1;UNICO;-1;-13884,2975
FEN B 0028-00000446;CORDOBA;06/04/2026;Sofia Perazzo;PUBLICO;GUFFANTI SILVIA HELENA;PULSERA DECENARIO;U550;V1;UNICO;1;17400
FEN B 0028-00000659;CORDOBA;25/04/2026;Sofia Perazzo;PUBLICO;GUFFANTI SILVIA HELENA;PULSERA DECENARIO;U550;V1;UNICO;1;17400
FEN A 0028-00000123;CORDOBA;31/03/2026;Sofia Perazzo;PUBLICO;GUFFANTI SILVIA HELENA;ROSARIO COLLAR PAMPERO;U529;V1;UNICO;1;38700
FEN B 0028-00000481;CORDOBA;08/04/2026;Nicolas Urricelqui;PUBLICO;GUFFANTI SILVIA HELENA;PASAPAÑUELO LISO PAMPERO;U525;V1;UNICO;1;32109,9997
FEN B 0028-00000460;CORDOBA;06/04/2026;Nicolas Urricelqui;PUBLICO;GUFFANTI SILVIA HELENA;PULSERA DECENARIO;U550;V1;UNICO;1;17400
FEN B 0028-00000458;CORDOBA;06/04/2026;Nicolas Urricelqui;PUBLICO;GUFFANTI SILVIA HELENA;PULSERA DECENARIO;U550;V1;UNICO;1;17400
FEN B 0028-00000587;CORDOBA;17/04/2026;Nicolas Urricelqui;PUBLICO;GUFFANTI SILVIA HELENA;PULSERA TRENZADA GAMUZA PAMPERO;843173010;V1;UNICO;1;13440
FEN B 0028-00000348;CORDOBA;20/03/2026;Nicolas Urricelqui;PUBLICO;GUFFANTI SILVIA HELENA;PULSERA TIRAS GAMUZA COMBINADAS;843154000;V1;UNICO;1;18400
FEN B 0028-00000348;CORDOBA;20/03/2026;Nicolas Urricelqui;PUBLICO;GUFFANTI SILVIA HELENA;COLLAR DIJE DOBLE C/ TIRAS GAMUZA;842174023;V1;UNICO;1;42600
FEN B 0028-00000481;CORDOBA;08/04/2026;Nicolas Urricelqui;PUBLICO;Guffanti Silvia Helena;PAÑUELO ESTAMPADO;442106005;V1;UNICO;1;23274,9998
FEN B 0028-00000097;CORDOBA;19/02/2026;Nicolas Urricelqui;PUBLICO;Guffanti Silvia Helena;PAÑUELO ESTAMPADO;442106005;V1;UNICO;1;24500
FEN B 0028-00000460;CORDOBA;06/04/2026;Nicolas Urricelqui;PUBLICO;Guffanti Silvia Helena;PAÑUELO ESTAMPADO;442106005;V1;UNICO;1;24500
FEN A 0028-00000065;CORDOBA;12/03/2026;Sofia Perazzo;PUBLICO;Guffanti Silvia Helena;PULSERA VIDRIO Y MEDALLA DE ALPACA;843173014;V1;UNICO;2;28500
FEN B 0028-00000345;CORDOBA;20/03/2026;Sofia Perazzo;PUBLICO;Guffanti Silvia Helena;PULSERA VIDRIO Y MEDALLA DE ALPACA;843173014;V1;UNICO;1;15000
FEN B 0028-00000516;CORDOBA;11/04/2026;Julieta Fernandez;PUBLICO;Guffanti Silvia Helena;PAÑUELO ESTAMPADO;442106005;V1;UNICO;1;22000
FEN B 0028-00000135;CORDOBA;25/02/2026;Julieta Fernandez;PUBLICO;Guffanti Silvia Helena;PAÑUELO ESTAMPADO;442106005;V1;UNICO;5;122500
FEN B 0028-00000128;CORDOBA;24/02/2026;Julieta Fernandez;PUBLICO;Guffanti Silvia Helena;PULSERA VIDRIO Y MEDALLA DE ALPACA;843173014;V1;UNICO;1;15000
FEN A 0028-00000176;CORDOBA;21/04/2026;Julieta Fernandez;MAYORISTA;Guffanti Silvia Helena;PAÑUELO ESTAMPADO;442106005;V1;UNICO;1;19200
FEN B 0028-00000183;CORDOBA;03/03/2026;Julieta Fernandez;PUBLICO;Guffanti Silvia Helena;PAÑUELO ESTAMPADO;442106005;V1;UNICO;1;24500
FEN B 0028-00000117;CORDOBA;21/02/2026;Julieta Fernandez;PUBLICO;Guffanti Silvia Helena;PAÑUELO ESTAMPADO;442106005;V1;UNICO;1;23274,9992
FEN B 0028-00000321;CORDOBA;17/03/2026;Julieta Fernandez;PUBLICO;Guffanti Silvia Helena;PULSERA PIEDRA VOLCANICA;U43173000;V1;UNICO;1;18500
FEN B 0028-00000679;CORDOBA;28/04/2026;Julieta Fernandez;PUBLICO;Guffanti Silvia Helena;PULSERA PIEDRA VOLCANICA;U43173000;V1;UNICO;1;18500
FEN B 0028-00000135;CORDOBA;25/02/2026;Julieta Fernandez;PUBLICO;Guffanti Silvia Helena;PASAPAÑUELO CUERO;U42134000;V1;UNICO;5;86000
FEN B 0028-00000224;CORDOBA;06/03/2026;Nicolas Urricelqui;PUBLICO;Lopez Omar Alexis;CUELLO MULTIFUNCION;342106000;V1;UNICO;1;6460,0002
FEN B 0028-00000263;CORDOBA;10/03/2026;Nicolas Urricelqui;PUBLICO;Lopez Omar Alexis;CUELLO MULTIFUNCION;342106000;V1;UNICO;1;6800
FEN B 0028-00000254;CORDOBA;09/03/2026;Nicolas Urricelqui;PUBLICO;Lopez Omar Alexis;CUELLO MULTIFUNCION;342106000;V1;UNICO;1;6800
FEN B 0028-00000296;CORDOBA;13/03/2026;Julieta Fernandez;PUBLICO;Recalde Gaston Alberto;CHAPA Nº2 25X35;U667;V1;UNICO;1;13750
FEN B 0028-00000592;CORDOBA;18/04/2026;Julieta Fernandez;PUBLICO;Recalde Gaston Alberto;CHAPA Nº2 25X35;U667;V1;UNICO;1;13250
FEN B 0028-00000576;CORDOBA;16/04/2026;Julieta Fernandez;PUBLICO;Recalde Gaston Alberto;CHAPA Nº2 25X35;U667;V1;UNICO;1;13750
FEN B 0028-00000412;CORDOBA;30/03/2026;Julieta Fernandez;PUBLICO;Recalde Gaston Alberto;CHAPA Nº2 25X35;U667;V1;UNICO;1;13750
FEN B 0028-00000410;CORDOBA;30/03/2026;Julieta Fernandez;PUBLICO;Recalde Gaston Alberto;CHAPA Nº2 25X35;U667;V1;UNICO;1;13750
FEN A 0028-00000044;CORDOBA;28/02/2026;Sofia Perazzo;PUBLICO;Recalde Gaston Alberto;CHAPA Nº2 25X35;U667;V1;UNICO;1;13065,8124
FEN B 0028-00000081;CORDOBA;14/02/2026;Sofia Perazzo;PUBLICO;Recalde Gaston Alberto;CHAPA Nº2 25X35;U667;V1;UNICO;1;13000
FEN B 0028-00000355;CORDOBA;21/03/2026;Sofia Perazzo;PUBLICO;J.S. Purpura S.R.L.;MANTA BUFANDON;842135003;V1;UNICO;1;56800
CEN B 0028-00000019;CORDOBA;06/04/2026;Julieta Fernandez;PUBLICO;J.S. Purpura S.R.L.;GORRA CHARLES;441143002;V1;UNICO;-1;-20425
FEN B 0028-00000710;CORDOBA;30/04/2026;Julieta Fernandez;PUBLICO;J.S. Purpura S.R.L.;GORRA CHARLES;441143002;V1;UNICO;1;20421,0761
FEN B 0028-00000443;CORDOBA;06/04/2026;Julieta Fernandez;PUBLICO;J.S. Purpura S.R.L.;GORRA CHARLES;441143002;V1;UNICO;1;20425
FEN B 0028-00000161;CORDOBA;27/02/2026;Julieta Fernandez;PUBLICO;J.S. Purpura S.R.L.;MANTA BUFANDON;842135003;V1;UNICO;-1;-53500
FEN B 0028-00000606;CORDOBA;20/04/2026;Julieta Fernandez;PUBLICO;J.S. Purpura S.R.L.;BUFANDA LISA;942141000;H9;UNICO;1;19100
FEN B 0028-00000714;CORDOBA;02/05/2026;Julieta Fernandez;PUBLICO;J.S. Purpura S.R.L.;GORRA CHAPLIN;441173006;H9;UNICO;1;21500
FEN B 0028-00000134;CORDOBA;24/02/2026;Julieta Fernandez;PUBLICO;J.S. Purpura S.R.L.;GORRO AUSTRALIANO ADULTOS;U386;C4;UNICO;1;19000
FEN B 0028-00000127;CORDOBA;24/02/2026;Julieta Fernandez;PUBLICO;J.S. Purpura S.R.L.;SOMBRERO CAZADOR TAPANUCA;U41106002;E1;UNICO;2;46550
FEN B 0028-00000135;CORDOBA;25/02/2026;Julieta Fernandez;PUBLICO;J.S. Purpura S.R.L.;SOMBRERO CAZADOR TAPANUCA;U41106002;E1;UNICO;5;122500
FEN B 0028-00000692;CORDOBA;29/04/2026;Nicolas Urricelqui;PUBLICO;J.S. Purpura S.R.L.;PASCHMINA A CUADROS;842135004;B2;UNICO;1;29924,9957
FEN B 0028-00000046;CORDOBA;09/02/2026;Nicolas Urricelqui;PUBLICO;J.S. Purpura S.R.L.;SOMBRERO CAZADOR TAPANUCA;U41106002;G1;UNICO;1;24500
FEN B 0028-00000428;CORDOBA;01/04/2026;Nicolas Urricelqui;PUBLICO;J.S. Purpura S.R.L.;BUFANDA LISA;942141000;G9;UNICO;1;19100
FEN B 0028-00000692;CORDOBA;29/04/2026;Nicolas Urricelqui;PUBLICO;J.S. Purpura S.R.L.;BUFANDA ESCOCESA;442173002;V1;UNICO;-1;-18144,9957
FEN A 0028-00000003;CORDOBA;02/02/2026;Matias Racedo Aragon;PUBLICO;J.S. Purpura S.R.L.;SOMBRERO CAZADOR TAPANUCA;U41106002;G1;UNICO;1;23275,0002
FEN A 0028-00000122;CORDOBA;31/03/2026;Sofia Perazzo;PUBLICO;J.S. Purpura S.R.L.;GORRA CHAPLIN;441173006;H3;UNICO;1;21500
FEN B 0028-00000341;CORDOBA;20/03/2026;Sofia Perazzo;PUBLICO;J.S. Purpura S.R.L.;SOMBRERO CAZADOR TAPANUCA;U41106002;G1;UNICO;1;24869,5858
FEN B 0028-00000029;CORDOBA;05/02/2026;Sofia Perazzo;PUBLICO;J.S. Purpura S.R.L.;SOMBRERO CAZADOR TAPANUCA;U41106002;G1;UNICO;-1;-20247,9339
FEN B 0028-00000563;CORDOBA;15/04/2026;Nicolas Urricelqui;PUBLICO;CITEX SRL;YERBA MATE PAMPERO;U215;V1;UNICO;1;3700
FEN B 0028-00000160;CORDOBA;27/02/2026;Nicolas Urricelqui;PUBLICO;CITEX SRL;YERBA MATE PAMPERO;U215;V1;UNICO;2;5180,0011
FEN B 0028-00000675;CORDOBA;27/04/2026;Nicolas Urricelqui;PUBLICO;CITEX SRL;YERBA MATE PAMPERO;U215;V1;UNICO;1;3515
FEN B 0028-00000626;CORDOBA;22/04/2026;Nicolas Urricelqui;PUBLICO;CITEX SRL;YERBA MATE PAMPERO;U215;V1;UNICO;1;3700
FEN B 0028-00000529;CORDOBA;13/04/2026;Nicolas Urricelqui;PUBLICO;CITEX SRL;YERBA MATE PAMPERO;U215;V1;UNICO;1;3700
FEN B 0028-00000009;CORDOBA;03/02/2026;Julieta Fernandez;PUBLICO;CITEX SRL;YERBA MATE PAMPERO;U215;V1;UNICO;1;3328,5946
FEN B 0028-00000124;CORDOBA;23/02/2026;Julieta Fernandez;PUBLICO;CITEX SRL;YERBA MATE PAMPERO;U215;V1;UNICO;1;3700
FEN B 0028-00000398;CORDOBA;27/03/2026;Julieta Fernandez;PUBLICO;CITEX SRL;YERBA MATE PAMPERO;U215;V1;UNICO;1;3098,6225
FEN B 0028-00000140;CORDOBA;25/02/2026;Julieta Fernandez;PUBLICO;CITEX SRL;YERBA MATE PAMPERO;U215;V1;UNICO;2;6501
FEN B 0028-00000035;CORDOBA;06/02/2026;Julieta Fernandez;PUBLICO;CITEX SRL;YERBA MATE PAMPERO;U215;V1;UNICO;-1;-3700
CEN B 0028-00000002;CORDOBA;03/02/2026;Julieta Fernandez;PUBLICO;CITEX SRL;YERBA MATE PAMPERO;U215;V1;UNICO;-1;-3330
FEN B 0028-00000010;CORDOBA;03/02/2026;Julieta Fernandez;PUBLICO;CITEX SRL;YERBA MATE PAMPERO;U215;V1;UNICO;1;3330
FEN B 0028-00000261;CORDOBA;10/03/2026;Julieta Fernandez;PUBLICO;CITEX SRL;YERBA MATE PAMPERO;U215;V1;UNICO;3;10545,0001
CEN B 0028-00000018;CORDOBA;27/03/2026;Julieta Fernandez;PUBLICO;CITEX SRL;YERBA MATE PAMPERO;U215;V1;UNICO;-1;-3098,6225
FEN B 0028-00000390;CORDOBA;27/03/2026;Julieta Fernandez;PUBLICO;CITEX SRL;YERBA MATE PAMPERO;U215;V1;UNICO;1;3700
FEN A 0028-00000011;CORDOBA;06/02/2026;Julieta Fernandez;PUBLICO;CITEX SRL;YERBA MATE PAMPERO;U215;V1;UNICO;-1;-3700
CEN B 0028-00000001;CORDOBA;03/02/2026;Julieta Fernandez;PUBLICO;CITEX SRL;YERBA MATE PAMPERO;U215;V1;UNICO;-1;-3328,5946
CEN B 0028-00000006;CORDOBA;06/02/2026;Julieta Fernandez;PUBLICO;CITEX SRL;YERBA MATE PAMPERO;U215;V1;UNICO;1;3700
FEN B 0028-00000399;CORDOBA;27/03/2026;Julieta Fernandez;PUBLICO;CITEX SRL;YERBA MATE PAMPERO;U215;V1;UNICO;1;3098,6225
FEN A 0028-00000006;CORDOBA;03/02/2026;Julieta Fernandez;PUBLICO;CITEX SRL;YERBA MATE PAMPERO;U215;V1;UNICO;1;3330
FEN B 0028-00000632;CORDOBA;23/04/2026;Sofia Perazzo;PUBLICO;CITEX SRL;YERBA MATE PAMPERO;U215;V1;UNICO;1;3160,5129
FEN B 0028-00000625;CORDOBA;22/04/2026;Sofia Perazzo;PUBLICO;CITEX SRL;YERBA MATE PAMPERO;U215;V1;UNICO;1;0
FEN B 0028-00000029;CORDOBA;05/02/2026;Sofia Perazzo;PUBLICO;CITEX SRL;YERBA MATE PAMPERO;U215;V1;UNICO;1;3135,9003
FEN B 0028-00000530;CORDOBA;13/04/2026;Julieta Fernandez;PUBLICO;ELIHO TEXTIL S.R.L;MEDIA TERMICA MICROFIBRA;143128100;V1;UNICO;1;11000
FEN A 0028-00000102;CORDOBA;25/03/2026;Julieta Fernandez;PUBLICO;ELIHO TEXTIL S.R.L;MEDIA TERMICA MICROFIBRA;143128100;V1;UNICO;1;11000
FEN B 0028-00000428;CORDOBA;01/04/2026;Nicolas Urricelqui;PUBLICO;ELIHO TEXTIL S.R.L;MEDIA TERMICA MICROFIBRA;143128100;V1;UNICO;1;11000
FEN B 0028-00000587;CORDOBA;17/04/2026;Nicolas Urricelqui;PUBLICO;Corbellini Pablo Andres;BOINA GUARDA PAMPA 32CM;241122011;V1;UNICO;1;0
FEN B 0028-00000224;CORDOBA;06/03/2026;Nicolas Urricelqui;PUBLICO;Corbellini Pablo Andres;BOINA GUARDA PAMPA 32CM;241122011;V1;UNICO;1;38000
FEN B 0028-00000710;CORDOBA;30/04/2026;Julieta Fernandez;PUBLICO;Corbellini Pablo Andres;FAJA DOBLE GUARDA 9CM;244122010;V1;UNICO;1;43406,6596
FEN B 0028-00000051;CORDOBA;10/02/2026;Julieta Fernandez;PUBLICO;Corbellini Pablo Andres;BOINA GUARDA PAMPA 32CM;241122011;V1;UNICO;1;37975,7084
FEN B 0028-00000733;CORDOBA;05/05/2026;Julieta Fernandez;PUBLICO;Corbellini Pablo Andres;BOINA VASCA ALGODON 35CM;241122007;V1;UNICO;1;38300
FEN B 0028-00000645;CORDOBA;24/04/2026;Julieta Fernandez;PUBLICO;Corbellini Pablo Andres;BOINA VASCA ALG. PAMPERO 32 CM;U497;V1;UNICO;1;36700
FEN B 0028-00000710;CORDOBA;30/04/2026;Julieta Fernandez;PUBLICO;Corbellini Pablo Andres;BOINA VASCA ALG. PAMPERO 32 CM;U497;V1;UNICO;1;34858,3024
FEN A 0028-00000024;CORDOBA;14/02/2026;Julieta Fernandez;PUBLICO;Corbellini Pablo Andres;RUANA PESADA C/GUARDA;245122001;V1;UNICO;1;135000
FEN B 0028-00000117;CORDOBA;21/02/2026;Julieta Fernandez;PUBLICO;Corbellini Pablo Andres;BOINA HILO TRAMA ROMBOS;04301;V1;UNICO;1;28975,0008
FEN A 0028-00000117;CORDOBA;28/03/2026;Julieta Fernandez;PUBLICO;Corbellini Pablo Andres;FAJA C/GUARDA 9CM PAMPERO;U505;V1;UNICO;1;45700
FEN B 0028-00000405;CORDOBA;28/03/2026;Sofia Perazzo;PUBLICO;ARTICULOS PROMOCIONALES SA;BOTELLA HYDRA GO 750ML;7798385666784;H8;UNICO;1;54000
FEN B 0028-00000263;CORDOBA;10/03/2026;Nicolas Urricelqui;PUBLICO;ARTICULOS PROMOCIONALES SA;BOTELLA HYDRA GO 750ML;7798385666784;H3;UNICO;1;54000
FEN B 0028-00000179;CORDOBA;02/03/2026;Nicolas Urricelqui;PUBLICO;ARTICULOS PROMOCIONALES SA;MATERA ESTRIBO POLIESTILENO;7799176008042;H2;UNICO;1;73800
FEN B 0028-00000651;CORDOBA;24/04/2026;Nicolas Urricelqui;PUBLICO;ARTICULOS PROMOCIONALES SA;TERMO ACONCAGUA;U72173001;H2;UNICO;1;84800
FEN B 0028-00000456;CORDOBA;06/04/2026;Nicolas Urricelqui;PUBLICO;ARTICULOS PROMOCIONALES SA;TERMO ACONCAGUA;U72173001;H2;UNICO;1;84800
FEN B 0028-00000626;CORDOBA;22/04/2026;Nicolas Urricelqui;PUBLICO;ARTICULOS PROMOCIONALES SA;GORRA SANTA FE MESH (NOUSAR);U785;E1;UNICO;1;26300
FEN B 0028-00000455;CORDOBA;06/04/2026;Julieta Fernandez;PUBLICO;ARTICULOS PROMOCIONALES SA;GORRA SANTA FE MESH (NOUSAR);U785;E1;UNICO;1;20425
FEN B 0028-00000530;CORDOBA;13/04/2026;Julieta Fernandez;PUBLICO;ARTICULOS PROMOCIONALES SA;GORRA SANTA FE MESH (NOUSAR);U785;E1;UNICO;1;26300
FEN A 0028-00000117;CORDOBA;28/03/2026;Julieta Fernandez;PUBLICO;ARTICULOS PROMOCIONALES SA;JARRO RETRO PAMPERO;U590;H2;UNICO;5;60000
FEN A 0028-00000149;CORDOBA;13/04/2026;Julieta Fernandez;MAYORISTA;ARTICULOS PROMOCIONALES SA;GORRA SANTA FE MESH (NOUSAR);U785;H2;UNICO;1;20300
FEN B 0028-00000405;CORDOBA;28/03/2026;Sofia Perazzo;PUBLICO;ARTICULOS PROMOCIONALES SA;BOTELLA ATUEL;7798385664780;V1;UNICO;1;43000
FEN B 0028-00000476;CORDOBA;08/04/2026;Sofia Perazzo;PUBLICO;ARTICULOS PROMOCIONALES SA;MATERA ARCE;7798127209316;V1;UNICO;1;65000
FEN B 0028-00000598;CORDOBA;18/04/2026;Chistian Videla;PUBLICO;ARTICULOS PROMOCIONALES SA;MATERA ESTRIBO POLIESTILENO;7799176008042;G3;UNICO;1;70116,3628
FCV B 0001-00000001;CORDOBA2;02/02/2026;Matias Racedo Aragon;PUBLICO;La Maquinola;MOCHILA MOCONA;U45121001;E1;UNICO;1;84600
FCV B 0001-00000207;CORDOBA2;10/04/2026;Nicolas Urricelqui;PUBLICO;La Maquinola;COOLER USHUAIA;U45121005;E1;UNICO;1;120700
FCV B 0050-00000032;CORDOBA2;29/04/2026;Nicolas Urricelqui;PUBLICO;La Maquinola;BOLSO CONCORDIA;U45121011;H3;UNICO;1;130620
FEN B 0028-00000619;CORDOBA;22/04/2026;Julieta Fernandez;PUBLICO;La Maquinola;NECESSAIRE ITATI;U45121013;H2;UNICO;1;41900
FEN B 0028-00000549;CORDOBA;14/04/2026;Julieta Fernandez;PUBLICO;La Maquinola;BOLSO CONCORDIA;U45121011;H3;UNICO;1;177270
FEN B 0028-00000619;CORDOBA;22/04/2026;Julieta Fernandez;PUBLICO;La Maquinola;MOCHILA IGUAZU;U45121002;E1;UNICO;1;142800
FEN B 0028-00000314;CORDOBA;16/03/2026;Julieta Fernandez;PUBLICO;La Maquinola;BOLSO ROSARIO;U45121012;A1;UNICO;1;129000
FEN B 0028-00000732;CORDOBA;05/05/2026;Julieta Fernandez;PUBLICO;La Maquinola;RIÑONERA LAS GRUTAS;U44121000;A1;UNICO;1;22300
FEN B 0028-00000334;CORDOBA;19/03/2026;Sofia Perazzo;PUBLICO;La Maquinola;MOCHILA CORRIENTES;U45121003;E1;UNICO;1;93800
FEN B 0028-00000638;CORDOBA;23/04/2026;Nicolas Urricelqui;PUBLICO;La Maquinola;BOLSO ROSARIO;U45121012;E1;UNICO;1;90300,0004
CEN B 0028-00000021;CORDOBA;29/04/2026;Nicolas Urricelqui;PUBLICO;La Maquinola;BOLSO ROSARIO;U45121012;E1;UNICO;-1;-90300,0004
FEN B 0028-00000402;CORDOBA;28/03/2026;Nicolas Urricelqui;PUBLICO;Pionera S.A.;NECESSAIRE PICABUEY LONA CHICO;U396;E1;UNICO;-1;-26000
FEN B 0028-00000268;CORDOBA;11/03/2026;Nicolas Urricelqui;PUBLICO;Pionera S.A.;NECESSAIRE PICABUEY LONA CHICO;U396;E1;UNICO;1;24699,9999
FEN A 0028-00000093;CORDOBA;20/03/2026;Nicolas Urricelqui;PUBLICO;Pionera S.A.;MOCHILA EZEIZA;U82106000;H2;UNICO;1;126000
FEN A 0028-00000003;CORDOBA;02/02/2026;Matias Racedo Aragon;PUBLICO;Pionera S.A.;VALIJA PATAGONIA;U82106004;A1;UNICO;1;224199,9998
FEN B 0028-00000453;CORDOBA;06/04/2026;Nicolas Urricelqui;PUBLICO;Pionera S.A.;MOCHILA PEHUEN CO;882106012;V1;UNICO;1;108500
FEN B 0028-00000339;CORDOBA;20/03/2026;Sofia Perazzo;PUBLICO;Pionera S.A.;BOLSO PEHUEN CO;882106013;E1;UNICO;1;104250
FEN B 0028-00000357;CORDOBA;21/03/2026;Sofia Perazzo;PUBLICO;Pionera S.A.;BOLSO DE MANO PATAGONIA;U82106006;H2;UNICO;1;80250
FEN B 0028-00000699;CORDOBA;30/04/2026;Julieta Fernandez;PUBLICO;Pionera S.A.;NECESSAIRE PATAGONIA;U81106000;H2;UNICO;1;44364,998
FEN A 0028-00000075;CORDOBA;16/03/2026;Julieta Fernandez;PUBLICO;Pionera S.A.;MOCHILA PATAGONIA;U82106003;H2;UNICO;1;129200,0001
FEN A 0028-00000072;CORDOBA;16/03/2026;Julieta Fernandez;PUBLICO;Pionera S.A.;MOCHILA RODADA;U82157002;H2;UNICO;1;217000
FEN B 0028-00000035;CORDOBA;06/02/2026;Julieta Fernandez;PUBLICO;Pionera S.A.;NECESSAIRE PATAGONIA;U81106000;A1;UNICO;1;46700
CEN B 0028-00000006;CORDOBA;06/02/2026;Julieta Fernandez;PUBLICO;Pionera S.A.;NECESSAIRE PATAGONIA;U81106000;A1;UNICO;-1;-46700
FEN B 0028-00000154;CORDOBA;27/02/2026;Julieta Fernandez;PUBLICO;Pionera S.A.;MOCHILA MAR DEL PLATA;U82106001;H2;UNICO;1;147500
FEN A 0028-00000011;CORDOBA;06/02/2026;Julieta Fernandez;PUBLICO;Pionera S.A.;NECESSAIRE PATAGONIA;U81106000;A1;UNICO;1;46700
FEN A 0028-00000004;CORDOBA;02/02/2026;Julieta Fernandez;PUBLICO;Pionera S.A.;MOCHILA PATAGONIA;U82106003;A1;UNICO;1;136000
FEN B 0028-00000503;CORDOBA;10/04/2026;Julieta Fernandez;PUBLICO;Pionera S.A.;MOCHILA EZEIZA;U82106000;G6;UNICO;1;126000
FEN B 0028-00000743;CORDOBA;05/05/2026;Julieta Fernandez;PUBLICO;Pionera S.A.;MOCHILA MAR DEL PLATA;U82106001;C4;UNICO;1;140125
FEN B 0028-00000362;CORDOBA;21/03/2026;Julieta Fernandez;PUBLICO;Pionera S.A.;NECESSAIRE PICABUEY LONA CHICO;U396;E1;UNICO;1;26000
FEN A 0028-00000005;CORDOBA;02/02/2026;Julieta Fernandez;PUBLICO;Pionera S.A.;MOCHILA MAR DEL PLATA;U82106001;E1;UNICO;1;139265,1931
NCV B 0001-00000001;CORDOBA2;13/02/2026;Sofia Perazzo;MAYORISTA;TODAS LAS MARCAS;GORRA TRUCKER MULTIMARCA;I866;H2;UNICO;-10;-53999,9996
FCV B 0001-00000100;CORDOBA2;06/03/2026;Sofia Perazzo;MAYORISTA;TODAS LAS MARCAS;GORRA TRUCKER MULTIMARCA;I866;H2;UNICO;10;32663,2271
FCV B 0001-00000042;CORDOBA2;13/02/2026;Sofia Perazzo;MAYORISTA;TODAS LAS MARCAS;GORRA TRUCKER MULTIMARCA;I866;H2;UNICO;10;53999,9996
FCV B 0001-00000152;CORDOBA2;23/03/2026;Nicolas Urricelqui;PUBLICO;SIN MARCA;PONCHO RESERO ECONOMICO;IR123;V1;UNICO;2;44936,0045
FCV B 0001-00000085;CORDOBA2;04/03/2026;Sofia Perazzo;PUBLICO;SIN MARCA;PONCHO RESERO ECONOMICO;IR123;V1;UNICO;1;22500
FCV B 0001-00000093;CORDOBA2;05/03/2026;Sofia Perazzo;MAYORISTA;SIN MARCA;PONCHO RESERO ECONOMICO;IR123;V1;UNICO;6;114457,2442
FCV A 0050-00000001;CORDOBA2;30/04/2026;Sofia Perazzo;MAYORISTA;SIN MARCA;BORDADO /ESTAMPADO;I000;V1;UNICO;40;145134,1771
FCV B 0001-00000042;CORDOBA2;13/02/2026;Sofia Perazzo;MAYORISTA;SIN MARCA;BORDADO /ESTAMPADO;I000;V1;UNICO;5;27000,0005
